 	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
3427 	12/7/2001 	The Business of Strangers 	$6,000,000 	$1,030,920 	$1,290,920
3428 	8/30/1991 	Beastmaster 2: Through the Portal of Time 	$6,000,000 	$773,490 	$773,490
3429 	6/18/1969 	The Wild Bunch 	$6,000,000 	$509,424 	$509,424
3430 	3/25/2011 	The 5th Quarter 	$6,000,000 	$408,159 	$408,159
3431 	2/2/1979 	The First Great Train Robbery 	$6,000,000 	$391,942 	$391,942
3432 	12/20/2002 	Morvern Callar 	$6,000,000 	$267,194 	$267,194
3433 	10/10/2003 	The Flower of Evil 	$6,000,000 	$181,798 	$181,798
3434 	3/4/2011 	Akmareul Boatda 	$6,000,000 	$129,210 	$13,168,809
3435 	11/10/2006 	Come Early Morning 	$6,000,000 	$119,452 	$119,452
3436 	4/2/2010 	The Greatest 	$6,000,000 	$115,862 	$115,862
3437 	12/7/2012 	Deadfall 	$6,000,000 	$66,351 	$205,891
3438 	5/8/2009 	Julia 	$6,000,000 	$65,108 	$1,365,108
3439 	4/5/2002 	Lucky Break 	$6,000,000 	$54,606 	$4,316,497
3440 	9/5/2008 	Surfer, Dude 	$6,000,000 	$36,497 	$36,497
3441 	1/23/2015 	Song One 	$6,000,000 	$32,251 	$32,251
3442 	10/3/2007 	Lake of Fire 	$6,000,000 	$25,317 	$26,007
3443 	4/2/2010 	Don McKay 	$6,000,000 	$13,722 	$13,722
3444 	12/31/1995 	Men of War 	$6,000,000 	$0 	$0
3445 	8/12/2005 	11:14 	$6,000,000 	$0 	$0
3446 	3/15/2011 	A Shine of Rainbows 	$6,000,000 	$0 	$0
3447 	5/10/2011 	The Hit List 	$6,000,000 	$0 	$0
3448 	12/31/2011 	Freaky Deaky 	$6,000,000 	$0 	$0
3449 	2/4/1983 	Videodrome 	$5,952,000 	$2,120,439 	$2,120,439
3450 	8/2/1996 	Emma 	$5,900,000 	$22,231,658 	$37,831,658
3451 	5/16/2003 	L'auberge espagnole 	$5,900,000 	$3,895,664 	$3,895,664
3452 	2/8/1968 	The Planet of the Apes 	$5,800,000 	$33,395,426 	$33,395,426
3453 	3/7/1965 	The Train 	$5,800,000 	$6,800,000 	$6,800,000
3454 	3/18/2011 	Winter in Wartime 	$5,800,000 	$542,860 	$9,662,214
3455 	10/3/2003 	Foolproof 	$5,800,000 	$230,312 	$421,021
3456 	10/5/2012 	Trade of Innocents 	$5,800,000 	$15,091 	$15,091
3457 	9/8/2006 	Tom yum goong 	$5,700,000 	$12,044,088 	$43,044,088
3458 	8/27/1999 	Stiff Upper Lips 	$5,700,000 	$69,582 	$69,582
3459 	9/7/2012 	The Inbetweeners 	$5,700,000 	$35,955 	$86,051,320
3460 	3/12/2003 	Bend it Like Beckham 	$5,600,000 	$32,543,449 	$74,566,042
3461 	9/1/2006 	Crossover 	$5,600,000 	$7,009,668 	$7,009,668
3462 	6/21/2002 	Sunshine State 	$5,600,000 	$3,064,356 	$3,064,356
3463 	7/16/2010 	Standing Ovation 	$5,600,000 	$531,806 	$531,806
3464 	7/9/2010 	[Rec] 2 	$5,600,000 	$27,766 	$18,527,766
3465 	12/25/1973 	The Sting 	$5,500,000 	$159,616,327 	$159,616,327
3466 	9/25/1981 	Chariots of Fire 	$5,500,000 	$57,159,946 	$57,159,946
3467 	2/25/2005 	Diary of a Mad Black Woman 	$5,500,000 	$50,406,346 	$50,458,356
3468 	11/22/1996 	Shine 	$5,500,000 	$35,811,509 	$35,811,509
3469 	9/27/2013 	Don Jon 	$5,500,000 	$24,477,704 	$40,993,475
3470 	7/20/2001 	Ghost World 	$5,500,000 	$6,217,849 	$8,761,608
3471 	12/14/2001 	Iris 	$5,500,000 	$5,580,479 	$15,155,021
3472 	6/6/1980 	Galaxina 	$5,500,000 	$4,865,000 	$4,865,000
3473 	11/26/2004 	Les Choristes 	$5,500,000 	$3,629,758 	$83,529,758
3474 	6/6/2003 	Mambo Italiano 	$5,500,000 	$3,031,801 	$6,148,823
3475 	10/3/2003 	Wonderland 	$5,500,000 	$1,060,512 	$1,060,512
3476 	7/1/2005 	De battre mon coeur s'est arrêté 	$5,500,000 	$1,023,424 	$8,589,831
3477 	4/1/2011 	Haevnen 	$5,500,000 	$1,008,098 	$15,867,314
3478 	10/21/2011 	Le Havre 	$5,500,000 	$611,709 	$13,480,196
3479 	5/17/2002 	Harvard Man 	$5,500,000 	$56,653 	$56,653
3480 	7/15/2011 	Salvation Boulevard 	$5,500,000 	$28,468 	$28,468
3481 	1/23/2015 	R100 	$5,500,000 	$24,956 	$24,956
3482 	12/31/2008 	Animals 	$5,500,000 	$0 	$0
3483 	2/26/2013 	Tao Jie 	$5,400,000 	$0 	$4,728,896
3484 	1/27/2006 	Rang De Basanti 	$5,300,000 	$2,197,694 	$29,197,694
3485 	7/19/2013 	Grabbers 	$5,300,000 	$0 	$440,821
3486 	4/27/2012 	Hodejegerne 	$5,250,000 	$1,200,010 	$20,188,740
3487 	8/3/2007 	The Ten 	$5,250,000 	$769,726 	$786,677
3488 	10/27/2000 	A Room for Romeo Brass 	$5,250,000 	$20,097 	$20,097
3489 	8/1/1944 	Wilson 	$5,200,000 	$2,000,000 	$2,000,000
3490 	8/5/2005 	Saint Ralph 	$5,200,000 	$795,126 	$1,695,126
3491 	10/3/1980 	Somewhere in Time 	$5,100,000 	$9,709,597 	$9,709,597
3492 	4/19/2002 	My Big Fat Greek Wedding 	$5,000,000 	$241,438,208 	$374,890,034
3493 	9/26/1986 	Crocodile Dundee 	$5,000,000 	$174,803,506 	$328,000,000
3494 	10/21/2011 	Paranormal Activity 3 	$5,000,000 	$104,028,808 	$202,053,387
3495 	10/28/2005 	Saw II 	$5,000,000 	$87,025,096 	$152,925,096
3496 	9/13/2013 	Insidious Chapter 2 	$5,000,000 	$83,586,448 	$161,921,516
3497 	10/25/2002 	Jackass: The Movie 	$5,000,000 	$64,282,312 	$79,282,312
3498 	10/19/2012 	Paranormal Activity 4 	$5,000,000 	$53,900,336 	$140,096,504
3499 	10/24/2014 	Ouija 	$5,000,000 	$50,856,010 	$100,077,464
3500 	2/27/1987 	A Nightmare On Elm Street 3: Dream Warriors 	$5,000,000 	$44,793,222 	$44,793,222
3501 	8/30/2013 	No se Aceptan Devoluciones 	$5,000,000 	$44,467,208 	$100,486,618
3502 	5/16/1975 	The Return of the Pink Panther 	$5,000,000 	$41,833,347 	$41,833,347
3503 	9/16/1953 	The Robe 	$5,000,000 	$36,000,000 	$36,000,000
3504 	9/13/1991 	Freddy's Dead: The Final Nightmare 	$5,000,000 	$34,872,033 	$34,872,033
3505 	12/24/2003 	Monster 	$5,000,000 	$34,469,210 	$64,240,813
3506 	1/3/2014 	Paranormal Activity: The Marked Ones 	$5,000,000 	$32,462,372 	$86,362,372
3507 	12/23/1954 	20,000 Leagues Under the Sea 	$5,000,000 	$28,200,000 	$28,200,000
3508 	4/11/2014 	Oculus 	$5,000,000 	$27,695,246 	$44,027,392
3509 	11/1/2013 	Dallas Buyers Club 	$5,000,000 	$27,298,285 	$56,238,045
3510 	10/3/1980 	The Elephant Man 	$5,000,000 	$26,010,864 	$26,010,864
3511 	3/16/2001 	Memento 	$5,000,000 	$25,544,867 	$39,723,096
3512 	8/26/2011 	Our Idiot Brother 	$5,000,000 	$24,814,830 	$25,861,249
3513 	7/21/2006 	Clerks II 	$5,000,000 	$24,148,068 	$27,342,246
3514 	4/8/1998 	The Players Club 	$5,000,000 	$23,047,939 	$23,047,939
3515 	10/13/2000 	Billy Elliot 	$5,000,000 	$21,995,264 	$109,280,264
3516 	7/5/2013 	The Way Way Back 	$5,000,000 	$21,502,690 	$26,697,626
3517 	8/29/2014 	As Above, So Below 	$5,000,000 	$21,321,100 	$41,860,541
3518 	12/17/1997 	The Apostle 	$5,000,000 	$20,733,485 	$21,277,770
3519 	11/3/1982 	The Man From Snowy River 	$5,000,000 	$20,659,424 	$20,659,424
3520 	10/23/1991 	House Party 2 	$5,000,000 	$19,438,638 	$19,438,638
3521 	3/26/1999 	Doug's 1st Movie 	$5,000,000 	$19,421,272 	$19,421,272
3522 	9/18/1981 	Mommie Dearest 	$5,000,000 	$19,032,000 	$25,032,000
3523 	10/1/1988 	Halloween 4: The Return of Michael Myers 	$5,000,000 	$17,768,757 	$17,768,757
3524 	9/2/2011 	Apollo 18 	$5,000,000 	$17,686,929 	$26,517,819
3525 	8/31/2001 	O (Othello) 	$5,000,000 	$16,017,404 	$16,017,404
3526 	9/29/1995 	Halloween: The Curse of Michael Myers 	$5,000,000 	$15,126,948 	$15,126,948
3527 	1/1/1954 	The Egyptian 	$5,000,000 	$15,000,000 	$15,000,000
3528 	11/7/1997 	Eve's Bayou 	$5,000,000 	$14,843,425 	$14,843,425
3529 	4/10/1981 	Nighthawks 	$5,000,000 	$14,600,000 	$19,600,000
3530 	7/28/1989 	Friday the 13th Part VIII: Jason Takes Manhattan 	$5,000,000 	$14,343,976 	$14,343,976
3531 	3/15/2013 	Spring Breakers 	$5,000,000 	$14,124,286 	$31,149,251
3532 	3/15/2002 	Y Tu Mamá También 	$5,000,000 	$13,649,882 	$33,649,882
3533 	9/24/2004 	Shaun of the Dead 	$5,000,000 	$13,542,874 	$30,332,385
3534 	10/31/2008 	The Haunting of Molly Hartley 	$5,000,000 	$13,442,412 	$15,318,257
3535 	6/21/1996 	Lone Star 	$5,000,000 	$12,961,389 	$12,961,389
3536 	3/27/1986 	April Fool's Day 	$5,000,000 	$12,947,763 	$12,947,763
3537 	4/2/1982 	Diner 	$5,000,000 	$12,592,908 	$12,592,908
3538 	4/15/1983 	Lone Wolf McQuade 	$5,000,000 	$12,232,628 	$12,232,628
3539 	3/13/2009 	Sunshine Cleaning 	$5,000,000 	$12,062,558 	$17,329,337
3540 	1/1/1957 	A Farewell To Arms 	$5,000,000 	$11,000,000 	$11,000,000
3541 	1/1/1959 	Solomon and Sheba 	$5,000,000 	$11,000,000 	$11,000,000
3542 	8/20/1982 	The Beastmaster 	$5,000,000 	$10,751,126 	$10,751,126
3543 	1/9/2009 	Not Easily Broken 	$5,000,000 	$10,572,742 	$10,732,909
3544 	10/6/2000 	Digimon: The Movie 	$5,000,000 	$9,628,752 	$16,628,752
3545 	5/28/2004 	Saved! 	$5,000,000 	$8,886,160 	$10,206,551
3546 	5/9/2003 	Les invasions barbares 	$5,000,000 	$8,460,000 	$8,460,000
3547 	3/11/1976 	Robin and Marian 	$5,000,000 	$8,000,000 	$8,000,000
3548 	12/22/1978 	Force 10 from Navarone 	$5,000,000 	$7,100,000 	$7,100,000
3549 	4/27/2001 	The Forsaken 	$5,000,000 	$6,755,271 	$6,755,271
3550 	7/21/1989 	UHF 	$5,000,000 	$6,157,157 	$6,157,157
3551 	5/28/2010 	Sea Rex 3D: Journey to a Prehistoric World 	$5,000,000 	$6,096,582 	$16,515,203
3552 	1/6/2006 	Grandma's Boy 	$5,000,000 	$6,090,172 	$6,590,172
3553 	8/14/1998 	Slums of Beverly Hills 	$5,000,000 	$5,502,773 	$5,502,773
3554 	5/28/1969 	C'era una volta il West 	$5,000,000 	$5,321,508 	$5,321,508
3555 	7/13/2001 	Made 	$5,000,000 	$5,308,707 	$5,476,060
3556 	11/19/2004 	La mala educación 	$5,000,000 	$5,211,842 	$40,311,842
3557 	6/12/2009 	Moon 	$5,000,000 	$5,010,163 	$10,676,073
3558 	5/12/2006 	Keeping Up with the Steins 	$5,000,000 	$4,339,241 	$4,414,753
3559 	11/21/1997 	The Sweet Hereafter 	$5,000,000 	$4,306,697 	$7,951,247
3560 	8/6/2008 	Bottle Shock 	$5,000,000 	$4,078,607 	$4,815,890
3561 	2/25/2011 	Des Hommes et Des Dieux 	$5,000,000 	$3,954,651 	$46,263,525
3562 	8/27/1982 	Jekyll and Hyde... Together Again 	$5,000,000 	$3,707,583 	$3,707,583
3563 	11/16/1994 	Heavenly Creatures 	$5,000,000 	$3,046,086 	$5,438,120
3564 	5/13/2011 	Everything Must Go 	$5,000,000 	$2,712,131 	$2,821,010
3565 	10/10/2014 	Kill the Messenger 	$5,000,000 	$2,450,846 	$2,450,846
3566 	12/17/2010 	Rabbit Hole 	$5,000,000 	$2,229,058 	$5,839,592
3567 	1/30/1998 	Zero Effect 	$5,000,000 	$2,080,693 	$2,080,693
3568 	10/22/2004 	The Machinist 	$5,000,000 	$1,082,044 	$8,655,397
3569 	9/21/1992 	Light Sleeper 	$5,000,000 	$1,050,861 	$1,050,861
3570 	9/12/2014 	Atlas Shrugged: Who Is John Galt? 	$5,000,000 	$851,690 	$851,690
3571 	8/29/2003 	Party Monster 	$5,000,000 	$742,898 	$894,030
3572 	7/14/2006 	The Oh in Ohio 	$5,000,000 	$418,689 	$648,183
3573 	2/21/1996 	Bottle Rocket 	$5,000,000 	$407,488 	$407,488
3574 	1/17/1997 	Albino Alligator 	$5,000,000 	$353,480 	$353,480
3575 	8/3/2007 	Gandhi, My Father 	$5,000,000 	$240,425 	$1,375,194
3576 	4/25/2008 	Standard Operating Procedure 	$5,000,000 	$228,830 	$228,830
3577 	9/30/2011 	Tucker & Dale vs. Evil 	$5,000,000 	$223,838 	$5,476,793
3578 	3/27/1998 	No Looking Back 	$5,000,000 	$143,273 	$143,273
3579 	6/13/2003 	Tycoon 	$5,000,000 	$121,016 	$121,016
3580 	6/4/1999 	Desert Blue 	$5,000,000 	$99,147 	$99,147
3581 	2/27/2004 	Decoys 	$5,000,000 	$84,733 	$96,760
3582 	11/16/2007 	Redacted 	$5,000,000 	$65,388 	$861,325
3583 	10/17/2014 	Rudderless 	$5,000,000 	$56,001 	$56,001
3584 	1/28/2005 	Fascination 	$5,000,000 	$16,670 	$83,356
3585 	8/14/2009 	Grace 	$5,000,000 	$8,297 	$8,297
3586 	10/26/2012 	Mientras duermes 	$5,000,000 	$0 	$9,109,597
3587 	7/7/2009 	Flying By 	$5,000,000 	$0 	$4,568,257
3588 	12/31/2008 	The Cottage 	$5,000,000 	$0 	$1,504,960
3589 	1/13/2015 	Capricorn One 	$5,000,000 	$0 	$0
3590 	12/31/2015 	Yoga Hosers 	$5,000,000 	$0 	$0
3591 	1/30/2007 	Farce of the Penguins 	$5,000,000 	$0 	$0
3592 	2/17/2009 	Dead Like Me: Life After Death 	$5,000,000 	$0 	$0
3593 	1/27/2015 	Born of War 	$5,000,000 	$0 	$0
3594 	9/11/2015 	The Visit 	$5,000,000 	$0 	$0
3595 	8/18/2014 	Henry & Me 	$5,000,000 	$0 	$0
3596 	12/31/2014 	Area 51 	$5,000,000 	$0 	$0
3597 	12/31/2010 	Psych 9 	$5,000,000 	$0 	$0
3598 	1/9/2015 	Let's Kill Ward's Wife 	$5,000,000 	$0 	$0
3599 	8/29/2008 	Obsluhoval jsem anglického krále 	$4,900,000 	$617,228 	$7,174,984
3600 	8/20/2010 	Soul Kitchen 	$4,900,000 	$276,901 	$23,347,469
3601 	8/17/2012 	The Awakening 	$4,900,000 	$95,933 	$6,924,321
3602 	5/27/2008 	All Hat 	$4,900,000 	$15,198 	$15,198
3603 	11/20/1996 	Sling Blade 	$4,833,610 	$24,475,416 	$34,175,000
3604 	1/6/2006 	Hostel 	$4,800,000 	$47,326,473 	$82,241,110
3605 	9/30/2011 	Take Shelter 	$4,750,000 	$1,728,953 	$4,972,016
3606 	1/27/2006 	Tristram Shandy: A Cock and Bull Story 	$4,750,000 	$1,253,413 	$3,061,763
3607 	8/22/1986 	The Texas Chainsaw Massacre 2 	$4,700,000 	$8,025,872 	$8,025,872
3608 	4/22/1988 	Lady in White 	$4,700,000 	$1,705,139 	$1,705,139
3609 	10/13/2006 	Driving Lessons 	$4,700,000 	$239,962 	$239,962
3610 	5/23/1973 	Pat Garrett and Billy the Kid 	$4,638,783 	$8,000,000 	$11,000,000
3611 	7/16/2004 	Camping Sauvage 	$4,600,000 	$3,479,302 	$3,479,302
3612 	9/14/2012 	Barfi 	$4,600,000 	$2,804,874 	$36,751,984
3613 	3/4/2005 	Dear Frankie 	$4,600,000 	$1,340,891 	$3,147,385
3614 	6/24/2011 	Le nom des gens 	$4,600,000 	$514,237 	$9,261,711
3615 	5/28/2008 	Savage Grace 	$4,600,000 	$434,417 	$968,805
3616 	10/19/2007 	Out of the Blue 	$4,600,000 	$728 	$731,767
3617 	3/23/1984 	Police Academy 	$4,500,000 	$81,198,896 	$81,198,896
3618 	3/9/1994 	Four Weddings and a Funeral 	$4,500,000 	$52,700,832 	$242,895,809
3619 	8/13/1982 	Fast Times at Ridgemont High 	$4,500,000 	$27,092,880 	$27,092,880
3620 	9/28/1996 	Secrets & Lies 	$4,500,000 	$13,417,292 	$13,417,292
3621 	12/19/2002 	25th Hour 	$4,500,000 	$13,084,596 	$25,344,491
3622 	1/1/1956 	Moby Dick 	$4,500,000 	$10,400,000 	$10,400,000
3623 	10/4/1996 	Bound 	$4,500,000 	$3,802,260 	$7,011,317
3624 	10/6/2000 	Requiem for a Dream 	$4,500,000 	$3,635,482 	$7,390,108
3625 	3/9/1962 	State Fair 	$4,500,000 	$3,500,000 	$3,500,000
3626 	10/24/2008 	Låt den rätte komma in 	$4,500,000 	$2,122,085 	$12,247,682
3627 	2/12/1999 	Tango 	$4,500,000 	$1,687,311 	$5,428,387
3628 	4/23/1986 	Salvador 	$4,500,000 	$1,500,000 	$1,500,000
3629 	9/2/2011 	Salvando al Soldado Perez 	$4,500,000 	$1,400,726 	$9,330,465
3630 	10/26/2001 	Donnie Darko 	$4,500,000 	$1,270,522 	$7,301,393
3631 	3/27/1998 	Karakter 	$4,500,000 	$713,413 	$713,413
3632 	8/19/2011 	Mozart's Sister 	$4,500,000 	$707,885 	$707,885
3633 	3/14/2003 	Spun 	$4,500,000 	$410,241 	$1,022,649
3634 	7/23/2010 	Life During Wartime 	$4,500,000 	$281,447 	$281,447
3635 	5/4/2006 	Chinjeolhan geumjassi 	$4,500,000 	$211,667 	$23,471,871
3636 	10/7/2011 	Blackthorn 	$4,500,000 	$200,558 	$1,217,307
3637 	4/18/2003 	Lilja 4-ever 	$4,500,000 	$181,655 	$4,556,982
3638 	4/9/2010 	After.Life 	$4,500,000 	$108,596 	$2,481,925
3639 	2/22/2002 	Mean Machine 	$4,500,000 	$92,723 	$92,723
3640 	8/31/2007 	Fong juk 	$4,500,000 	$51,957 	$51,957
3641 	9/5/2014 	Falcon Rising 	$4,500,000 	$11,774 	$11,774
3642 	6/25/2013 	Hansel & Gretel Get Baked 	$4,500,000 	$0 	$0
3643 	11/7/2014 	Fugly! 	$4,500,000 	$0 	$0
3644 	11/19/1975 	One Flew Over the Cuckoo's Nest 	$4,400,000 	$108,981,275 	$108,981,275
3645 	6/25/1976 	Silent Movie 	$4,400,000 	$36,145,695 	$36,145,695
3646 	6/6/2014 	Anna 	$4,357,373 	$0 	$0
3647 	6/6/2003 	Whale Rider 	$4,300,000 	$20,779,666 	$39,374,600
3648 	6/13/2001 	Sexy Beast 	$4,300,000 	$6,946,056 	$10,158,355
3649 	12/4/2009 	Paa 	$4,300,000 	$199,228 	$9,791,282
3650 	7/11/2012 	Snabba Cash 	$4,300,000 	$188,870 	$10,212,403
3651 	10/19/1990 	Night of the Living Dead 	$4,200,000 	$5,835,247 	$5,835,247
3652 	2/17/2006 	Nochnoy dozor 	$4,200,000 	$1,502,188 	$33,913,542
3653 	8/13/2010 	Animal Kingdom 	$4,200,000 	$1,044,039 	$8,078,683
3654 	5/28/2010 	George A. Romero's Survival of the Dead 	$4,200,000 	$101,740 	$101,740
3655 	10/21/2011 	Cargo 	$4,200,000 	$0 	$313,230
3656 	5/23/2006 	High School Musical 	$4,200,000 	$0 	$0
3657 	3/6/1998 	Love and Death on Long Island 	$4,030,000 	$2,542,264 	$2,542,264
3658 	3/19/1982 	Porky's 	$4,000,000 	$109,492,484 	$109,492,484
3659 	2/5/1953 	Peter Pan 	$4,000,000 	$87,400,000 	$87,400,000
3660 	11/25/1992 	The Crying Game 	$4,000,000 	$62,546,695 	$62,546,695
3661 	9/12/2003 	Lost in Translation 	$4,000,000 	$44,585,453 	$117,085,297
3662 	4/20/1977 	Annie Hall 	$4,000,000 	$38,251,425 	$38,251,425
3663 	1/10/1952 	The Greatest Show on Earth 	$4,000,000 	$36,000,000 	$36,000,000
3664 	1/23/2015 	The Boy Next Door 	$4,000,000 	$34,922,745 	$37,851,840
3665 	10/27/1995 	Leaving Las Vegas 	$4,000,000 	$31,983,777 	$49,800,000
3666 	12/26/2001 	Monster's Ball 	$4,000,000 	$31,273,922 	$43,766,463
3667 	7/11/2014 	Boyhood 	$4,000,000 	$25,295,680 	$48,584,130
3668 	1/1/1960 	Exodus 	$4,000,000 	$21,750,000 	$21,750,000
3669 	7/9/2010 	The Kids Are All Right 	$4,000,000 	$20,811,365 	$36,275,469
3670 	8/17/1979 	The Life of Brian 	$4,000,000 	$20,008,693 	$20,008,693
3671 	4/18/2014 	A Haunted House 2 	$4,000,000 	$17,329,488 	$21,206,862
3672 	3/1/2013 	The Last Exorcism Part II 	$4,000,000 	$15,179,304 	$25,448,708
3673 	12/17/1974 	The Front Page 	$4,000,000 	$15,000,000 	$15,000,000
3674 	1/1/1956 	Trapeze 	$4,000,000 	$14,400,000 	$14,400,000
3675 	8/16/1985 	The Return of the Living Dead 	$4,000,000 	$14,237,880 	$14,237,880
3676 	6/25/2004 	De-Lovely 	$4,000,000 	$13,337,300 	$18,524,497
3677 	11/4/1988 	They Live 	$4,000,000 	$13,000,000 	$13,000,000
3678 	8/4/2000 	Saving Grace 	$4,000,000 	$12,178,602 	$27,786,849
3679 	8/8/1963 	The Great Escape 	$4,000,000 	$11,744,471 	$11,744,471
3680 	2/6/2004 	What the #$'! Do We Know 	$4,000,000 	$10,941,802 	$10,941,802
3681 	7/28/2006 	Scoop 	$4,000,000 	$10,525,718 	$40,107,019
3682 	11/14/2001 	The Wash 	$4,000,000 	$10,097,096 	$10,097,096
3683 	3/1/2000 	3 Strikes 	$4,000,000 	$9,821,336 	$9,821,336
3684 	4/11/2008 	The Visitor 	$4,000,000 	$9,427,026 	$19,174,817
3685 	11/26/2003 	The Cooler 	$4,000,000 	$8,291,572 	$11,131,455
3686 	1/1/1961 	The Misfits 	$4,000,000 	$8,200,000 	$8,200,000
3687 	8/4/2006 	The Night Listener 	$4,000,000 	$7,836,393 	$10,770,993
3688 	2/3/1995 	The Jerky Boys 	$4,000,000 	$7,555,256 	$7,555,256
3689 	12/28/2007 	El orfanato 	$4,000,000 	$7,159,147 	$79,250,193
3690 	5/25/2007 	Bug 	$4,000,000 	$7,006,708 	$8,302,995
3691 	10/11/2002 	The Rules of Attraction 	$4,000,000 	$6,525,762 	$11,799,060
3692 	12/19/1969 	Topaz 	$4,000,000 	$6,000,000 	$6,000,000
3693 	11/17/2006 	Let's Go to Prison 	$4,000,000 	$4,630,045 	$4,630,045
3694 	12/25/1995 	Four Rooms 	$4,000,000 	$4,301,000 	$4,301,000
3695 	4/25/2003 	The Real Cancun 	$4,000,000 	$3,816,594 	$3,816,594
3696 	12/1/1988 	Talk Radio 	$4,000,000 	$3,468,572 	$3,468,572
3697 	1/31/1997 	Waiting for Guffman 	$4,000,000 	$2,922,988 	$2,922,988
3698 	9/10/1999 	Love Stinks 	$4,000,000 	$2,793,776 	$2,793,776
3699 	6/22/2007 	You Kill Me 	$4,000,000 	$2,426,851 	$3,858,964
3700 	6/17/2011 	The Art of Getting By 	$4,000,000 	$1,430,241 	$1,989,035
3701 	9/16/2005 	Thumbsucker 	$4,000,000 	$1,328,679 	$1,919,197
3702 	3/5/2011 	Red State 	$4,000,000 	$1,065,429 	$1,983,596
3703 	9/30/2005 	MirrorMask 	$4,000,000 	$864,959 	$973,613
3704 	3/31/1987 	Barbarians, The 	$4,000,000 	$800,000 	$800,000
3705 	10/17/2012 	Holy Motors 	$4,000,000 	$641,054 	$4,230,426
3706 	2/28/2003 	Poolhall Junkies 	$4,000,000 	$563,711 	$563,711
3707 	5/28/1999 	The Loss of Sexual Innocence 	$4,000,000 	$399,793 	$399,793
3708 	4/11/2014 	Joe 	$4,000,000 	$373,375 	$373,375
3709 	3/4/1988 	Prison 	$4,000,000 	$354,704 	$354,704
3710 	5/1/1998 	Shooting Fish 	$4,000,000 	$302,204 	$302,204
3711 	5/8/2009 	Adoration 	$4,000,000 	$294,244 	$384,244
3712 	8/4/2000 	Psycho Beach Party 	$4,000,000 	$267,972 	$267,972
3713 	1/28/2000 	The Big Tease 	$4,000,000 	$185,577 	$185,577
3714 	1/30/2015 	Guten Tag, Ramon 	$4,000,000 	$154,356 	$154,356
3715 	7/25/2003 	Mondays in the Sun 	$4,000,000 	$146,402 	$146,402
3716 	4/1/2011 	Trust 	$4,000,000 	$120,016 	$120,016
3717 	12/22/2000 	An Everlasting Piece 	$4,000,000 	$75,078 	$75,078
3718 	3/26/1999 	Among Giants 	$4,000,000 	$64,359 	$64,359
3719 	7/16/1999 	The Velocity of Gary 	$4,000,000 	$34,145 	$34,145
3720 	4/22/2011 	Stake Land 	$4,000,000 	$33,245 	$679,482
3721 	12/27/2002 	Sonny 	$4,000,000 	$17,639 	$17,639
3722 	6/20/1997 	The Last Time I Committed Suicide 	$4,000,000 	$12,836 	$12,836
3723 	11/18/2011 	Another Happy Day 	$4,000,000 	$9,120 	$978,527
3724 	2/22/2013 	Inescapable 	$4,000,000 	$4,327 	$4,327
3725 	3/20/2012 	A Lonely Place to Die 	$4,000,000 	$0 	$442,550
3726 	12/31/2003 	Nothing 	$4,000,000 	$0 	$63,180
3727 	11/9/2012 	Repicas 	$4,000,000 	$0 	$0
3728 	1/1/1930 	Hell's Angels 	$4,000,000 	$0 	$0
3729 	12/31/2012 	The Helpers 	$4,000,000 	$0 	$0
3730 	7/11/2014 	The Perfect Wave 	$4,000,000 	$0 	$0
3731 	6/1/2012 	The Loved Ones 	$4,000,000 	$0 	$0
3732 	8/26/2008 	Purple Violets 	$4,000,000 	$0 	$0
3733 	11/9/1972 	1776 	$4,000,000 	$0 	$0
3734 	12/31/2013 	Geograf globus propil 	$4,000,000 	$0 	$0
3735 	2/27/2015 	Praia do Futuro 	$4,000,000 	$0 	$0
3736 	12/15/1939 	Gone with the Wind 	$3,900,000 	$198,680,470 	$390,525,192
3737 	12/12/1966 	A Man for All Seasons 	$3,900,000 	$28,350,000 	$28,350,000
3738 	12/30/1925 	Ben-Hur 	$3,900,000 	$9,000,000 	$9,000,000
3739 	1/1/1976 	Network 	$3,800,000 	$23,689,877 	$23,689,877
3740 	1/14/2011 	Down for Life 	$3,800,000 	$41,914 	$41,914
3741 	4/30/2010 	The Good Heart 	$3,800,000 	$20,930 	$340,930
3742 	4/7/1965 	Major Dundee 	$3,800,000 	$14,873 	$14,873
3743 	5/17/1950 	Annie Get Your Gun 	$3,768,785 	$8,000,000 	$8,000,000
3744 	8/11/2006 	Casa de Areia 	$3,750,000 	$539,285 	$1,178,175
3745 	11/5/2010 	Four Lions 	$3,750,000 	$310,007 	$2,436,111
3746 	2/19/2010 	Defendor 	$3,750,000 	$44,462 	$44,462
3747 	5/13/1970 	The Ballad of Cable Hogue 	$3,716,946 	$3,500,000 	$5,000,000
3748 	1/1/1948 	The Pirate 	$3,700,000 	$2,956,000 	$2,956,000
3749 	11/21/2006 	The History Boys 	$3,700,000 	$2,730,296 	$13,447,998
3750 	11/3/2006 	Unknown 	$3,700,000 	$26,403 	$3,355,048
3751 	5/25/1969 	Midnight Cowboy 	$3,600,000 	$44,785,053 	$44,785,053
3752 	7/4/1980 	Airplane! 	$3,500,000 	$83,453,539 	$83,453,539
3753 	1/1/1970 	M*A*S*H 	$3,500,000 	$81,600,000 	$81,600,000
3754 	8/13/1997 	The Full Monty 	$3,500,000 	$45,950,122 	$257,938,649
