title;genre;distributor;year
La Vénus à la fourrure;Drama;IFC Films;2014
Jimi: All is By My Side;Drama;XLrator Media;2014
Lee Daniels' The Butler;Drama;Weinstein Co.;2013
I Origins;Drama;Fox Searchlight;2014
Soshite chichi ni naru;Drama;IFC Films;2014
Nymphomaniac: Volume II;Drama;Mongrel Media;2014
L'inconnu du lac;Drama;Strand;2014
Viaggio sola;Drama;Music Box Films;2014
L'écume des jours;Drama;Drafthouse Films;2014
La danza de la realidad;Drama;ABCKO Films;2014
A Most Violent Year;Drama;A24;2014
Kill Your Darlings;Drama;Sony Pictures Classics;2013
Punjab 1984;Drama;White Hill Production;2014
The Zero Theorem;Drama;Amplify;2014
Elle s'en va;Drama;;2013
A Matter of Faith;Drama;Five & Two Pictures;2014
Diplomatie;Drama;Zeitgeist;2014
Pozitia copiului;Drama;Zeitgeist;2014
Gemma Bovery;Drama;Music Box Films;2015
Rob the Mob;Drama;Alchemy;2014
Adieu au langage;Drama;Kino Lorber;2014
Avis de mistral;Drama;Mongrel Media;2014
Vi ar bast!;Drama;Magnolia Pictures;2014
The Last of Robin Hood;Drama;Samuel Goldwyn Films;2014
God's Pocket;Drama;IFC Films;2014
Oh Boy;Drama;Music Box Films;2014
From the Rough;Drama;Freestyle Releasing;2014
Out of the Furnace;Drama;Relativity;2013
Leviafan;Drama;Sony Pictures Classics;2014
The Congress;Drama;Drafthouse Films;2014
Redwood Highway;Drama;Monterey Media;2014
Le metis de Dieu;Drama;Film Movement;2014
Raja Natwarlal;Drama;UTV Communications;2014
Pour une femme;Drama;Film Movement;2014
Libertador;Drama;Cohen Media Group;2014
Deux jours, une nuit;Drama;Sundance Selects;2014
Coherence;Drama;Oscilloscope Pictures;2014
Huang jin shi dai;Drama;China Lion Film Distribution;2014
Jeune & Jolie;Drama;IFC Films;2014
Hoje Eu Quero Voltar Sozinho;Drama;Strand;2014
Gukjesijang;Drama;CJ Entertainment;2014
Unsere Mutter, unsere Vater;Drama;Music Box Films;2014
One Chance;Drama;Weinstein Co.;2014
Hiroshima Mon Amour;Drama;Rialto Pictures;2014
Breathe In;Drama;Cohen Media Group;2014
La migiliore offerta;Drama;IFC Films;2014
Fort McCoy;Drama;Monterey Media;2014
Le temps de l'aventure;Drama;Distrib Films;2014
Zero Motivation;Drama;Zeitgeist;2014
Les yeux jaunes des crocodiles;Drama;Mongrel Media;2014
The Broken Circle Breakdown;Drama;TriBeca Films;2013
Je t'aime, je t'aime;Drama;The Film Desk;2014
A nagy füzet;Drama;Sony Pictures Classics;2014
La jalousie;Drama;Distrib Films;2014
Dom over dod man;Drama;Music Box Films;2014
Siddharth;Drama;Zeitgeist;2014
Frontera;Drama;Magnolia Pictures;2014
Il conformista;Drama;Kino Lorber;1970
The One I Wrote for You;Drama;Abramorama Films;2014
The Rocket;Drama;Kino Lorber;2014
Grzeli nateli dgeebi;Drama;Big World Pictures;2014
Rudderless;Drama;Samuel Goldwyn Films;2014
Starred Up;Drama;TriBeca Films;2014
Ilo Ilo;Drama;Film Movement;2014
Avant l'hiver;Drama;Mongrel Media;2014
At Middleton;Drama;Anchor Bay Entertainment;2014
Half of a Yellow Sun;Drama;Monterey Media;2014
Tusen ganger god natt;Drama;Film Movement;2014
Low Down;Drama;Oscilloscope Pictures;2014
Hellion;Drama;IFC Films;2014
Hateship Loveship;Drama;IFC Films;2014
Tian zhu ding;Drama;Kino Lorber;2013
A Master Builder;Drama;Universal;2014
Alphaville, une étrange aventure de Lemmy Caution;Drama;Rialto Pictures;2014
Water & Power;Drama;North/South Pictures;2014
Blood Ties;Drama;Roadside Attractions;2014
Interior. Leather Bar.;Drama;Strand;2014
Decoding Annie Parker;Drama;Entertainment One;2014
Zwei Leben;Drama;IFC Films;2014
Child of God;Drama;Well Go USA;2014
Beneath the Harvest Sky;Drama;TriBeca Films;2014
White Bird in a Blizzard;Drama;Magnolia Pictures;2014
It Felt Like Love;Drama;Variance Films;2014
Abus de faiblesse;Drama;Strand;2014
A Long Way Off;Drama;Moving Visions Entertainment, Inc.;2014
Parde;Drama;Variance Films;2014
Fanny;Drama;Mongrel Media;2013
Lilting;Drama;Strand;2014
Horici ker;Drama;;2014
Marius;Drama;Mongrel Media;2013
L'amour est un crime parfait;Drama;Mongrel Media;2014
Bird People;Drama;IFC Films;2014
Jimmy P.;Drama;Mongrel Media;2014
La Vie d'Adèle – Chapitres 1 & 2;Drama;Mongrel Media;2013
Memphis;Drama;Kino Lorber;2014
Test;Drama;Variance Films;2014
Stand Clear of the Closing Doors;Drama;Oscilloscope Pictures;2014
Au bonheur des ogres;Drama;Mongrel Media;2014
Accident;Drama;Cinema V;1967
Offret;Drama;Kino Lorber;2014
Les chevaux de Dieu;Drama;Kino Lorber;2014
Conte d'hiver;Drama;Big World Pictures;2014
Heartbeat;Drama;Mongrel Media;2014
Exhibition;Drama;Kino Lorber;2014
As It Is in Heaven;Drama;Cinema Purgatorio;2014
A Long Way Down;Drama;Magnolia Pictures;2014
Nightlights;Drama;Indican Pictures;2014
Coming Up Roses;Drama;Dada Films;2012
Bhopal: A Prayer for Rain;Drama;Revolver Entertainment;2014
Run & Jump;Drama;Sundance Selects;2014
Emoticon;Drama;Indican Pictures;2014
The Selfish Giant;Drama;IFC Films;2013
Camp X-Ray;Drama;IFC Films;2014
Goodbye to All That;Drama;IFC Films;2014
Before I Disappear;Drama;IFC Films;2014
Las horas muertas;Drama;Strand;2014
Archipelago;Drama;Kino Lorber;2014
The Historian;Drama;;2014
Le jour se leve;Drama;;1940
Camille Claudel: 1915;Drama;Kino Lorber;2013
No God, No Master;Drama;Monterey Media;2014
La mariée était en noir;Drama;Film Forum;1968
La petite chambre;Drama;Cinema Libre;2014
The Quitter;Drama;Goodface Films;2014
Kid Cannabis;Drama;Well Go USA;2014
Short Term 12;Drama;Cinedigm;2013
2 automnes 3 hivers;Drama;Film Movement;2014
Violette;Drama;Mongrel Media;2013
Les beaux jours;Drama;;2013
Gabrielle;Drama;Entertainment One;2014
Fall;Drama;Mongrel Media;2014
Unrelated;Drama;Kino Lorber;2014
Aimer, boire et chanter;Drama;Kino Lorber;2014
The Truth About Emanuel;Drama;TriBeca Films;2014
Life of a King;Drama;Alchemy;2014
Dast-Neveshtehaa Nemisoosand;Drama;Kino Lorber;2014
Nothing But a Man;Drama;Cinema V;2012
Northern Lights;Drama;;1978
The Word;Drama;Scarlet Sky Productions;2014
Hide Your Smiling Faces;Drama;TriBeca Films;2014
Little Fugitive;Drama;;1953
The Sleepwalker;Drama;IFC Films;2014
Refuge;Drama;Strand;2014
Stop the Pounding Heart;Drama;Big World Pictures;2014
Moebiuseu;Drama;RAM Releasing;2014
Era Uma Vez Eu, Veronica;Drama;Big World Pictures;2014
The Wait;Drama;Monterey Media;2014
The Right Kind of Wrong;Drama;Magnolia Pictures;2014
Rhymes for Young Ghouls;Drama;Monterey Media;2014
Mr. Pip;Drama;Freestyle Releasing;2014
Summer in February;Drama;TriBeca Films;2014
Der Turm;Drama;Music Box Films;2014
Cinemanovels;Drama;Monterey Media;2014
Grand départ;Drama;Rialto Pictures;2014
American Sniper;Drama;Warner Bros.;2014
Cinderella;Drama;Walt Disney;2015
Fifty Shades of Grey;Drama;Universal;2015
Straight Outta Compton;Drama;Universal;2015
Creed;Drama;Warner Bros.;2015
War Room;Drama;Sony Pictures;2015
Black Mass;Drama;Warner Bros.;2015
The Imitation Game;Drama;Weinstein Co.;2014
Unbroken;Drama;Universal;2014
Southpaw;Drama;Weinstein Co.;2015
Selma;Drama;Paramount Pictures;2015
McFarland, USA;Drama;Walt Disney;2015
The Age of Adaline;Drama;Lionsgate;2015
The Longest Ride;Drama;studio;2015
Woman in Gold;Drama;Weinstein Co.;2015
The Big Short;Drama;Paramount Pictures;2015
Paper Towns;Drama;Paramount;2015
Joy;Drama;Disney;2015
Spotlight;Drama;Open Road;2015
Ricki and the Flash;Drama;Sony Pictures;2015
Black or White;Drama;Relativity;2015
Aloha;Drama;Sony Pictures;2015
Brooklyn;Drama;Fox Searchlight;2015
Still Alice;Drama;Warner Bros.;2015
Wild;Drama;Fox Searchlight;2014
Steve Jobs;Drama;Universal;2015
Mr. Holmes;Drama;A24;2015
Concussion;Drama;Sony Pictures;2015
Woodlawn;Drama;Sony;2015
Do You Believe?;Drama;Lionsgate;2015
Love & Mercy;Drama;Roadside Attractions;2015
Far from the Madding Crowd;Drama;Fox Searchlight;2015
The 33;Drama;Warner Bros.;2015
The Theory of Everything;Drama;Focus Features;2014
The Walk;Drama;Sony Pictures;2015
Exodus: Gods and Kings;Drama;Warner Bros;2014
Whiplash;Drama;Sony;2014
Trumbo;Drama;Bleecker Street;2015
Our Brand is Crisis;Drama;Warner Bros.;2015
Me and Earl and the Dying Girl;Drama;Fox Searchlight;2015
Little Boy;Drama;Open Road;2015
The Gambler;Drama;Paramount Pictures;2014
The Danish Girl;Drama;Focus Features;2015
Bajirao Mastani;Drama;GKIDS;2015
A Most Violent Year;Drama;A24;2014
Carol;Drama;Weinstein Co.;2015
Room;Drama;A24;2015
90 Minutes in Heaven;Drama;Universal;2015
True Story;Drama;Fox Searchlight;2015
Suffragette;Drama;Focus Features;2015
Big Eyes;Drama;Weinstein Co.;2014
Prem Ratan Dhan Payo;Drama;studio;2015
The Water Diviner;Drama;Warner Bros.;2015
Foxcatcher;Drama;Warner Bros.;2014
Spare Parts;Drama;Lionsgate;2015
We Are Your Friends;Drama;Warner Bros.;2015
Learning to Drive;Drama;Universal;2015
Phoenix;Drama;IFC Films;2015
Dil Dhadakne Do;Drama;Eros Entertainment;2015
Mr. Turner;Drama;Warner Bros.;2014
Chi-raq;Drama;studio;2015
Captive;Drama;Universal;2015
Pawn Sacrifice;Drama;Bleecker Street;2015
My All-American;Drama;Sony;2015
Gukjesijang;Drama;CJ Entertainment;2014
Cake;Drama;Cinelou Releasing;2015
Old Fashioned;Drama;Freestyle Releasing;2015
Game of Thrones: The IMAX Experience;Drama;Warner Bros.;2015
Clouds of Sils Maria;Drama;IFC Films;2015
Testament of Youth;Drama;Sony Pictures Classics;2015
Piku;Drama;Yash Raj Films;2015
The Letters;Drama;studio;2015
The Diary of a Teenage Girl;Drama;Sony Pictures Classics;2015
99 Homes;Drama;A24;2015
The Cokeville Miracle;Drama;Excel Entertainment;2015
Deux jours, une nuit;Drama;Sundance Selects;2014
Youth;Drama;Fox Searchlight;2015
Where Hope Grows;Drama;Roadside Attractions;2015
Boyhood;Drama;IFC Films;2014
Timbuktu;Drama;Warner Bros.;2015
5 Flights Up;Drama;Focus Features;2015
Faith of Our Fathers;Drama;Pure Flix / Samuel Goldwyn Films;2015
Gett: The Trial of Viviane Amsalem;Drama;Music Box Films;2015
Leviafan;Drama;Sony Pictures Classics;2014
Macbeth;Drama;Weinstein Co.;2015
ABCD 2;Drama;UTV Communications;2015
Im Labyrinth des Schweigens;Drama;Sony Pictures Classics;2015
Once I Was a Beehive;Drama;Purdie Distribution;2015
The Stanford Prison Experiment;Drama;IFC Films;2015
Cìkè Niè Yinniáng;Drama;Well Go USA;2015
Kumiko, The Treasure Hunter;Drama;Amplify;2015
Fury;Drama;Sony Pictures;2014
Omoide no Mani;Drama;GKIDS;2015
Jimmy's Hall;Drama;Sony Pictures Classics;2015
A Little Chaos;Drama;Focus Features;2015
Freeheld;Drama;Lionsgate;2015
By the Sea;Drama;Universal;2015
You yi ge di fang zhi you wo men zhi dao;Drama;China Lion Film Distribution;2015
Brotherly Love;Drama;Freestyle Releasing;2015
Darbareye Elly;Drama;Cinema Guild;2015
Bombay Velvet;Drama;Fox International;2015
Felix et Meira;Drama;Universal;2015
Saint Laurent;Drama;Sony Pictures Classics;2015
A Matter of Faith;Drama;Five & Two Pictures;2014
Pather Panchali;Drama;;1958
Gui lai;Drama;Sony Pictures Classics;2015
Que Horas Ela Volta?;Drama;Oscilloscope Pictures;2015
Boychoir;Drama;Mongrel Media;2015
Noble;Drama;Aspiration Media;2015
Talvar;Drama;Reliance Entertainment;2015
Detective Byomkesh Bakshy;Drama;Yash Raj Films;2015
N.L.L: Yeonpyeong Haejeon;Drama;Well Go USA;2015
Shamitabh;Drama;Eros Entertainment;2015
A Borrowed Identity;Drama;Strand;2015
Good Kill;Drama;IFC Films;2015
David and Goliath;Drama;RiverRain / Ripple Effect;2015
The Man in 3B;Drama;Freestyle Releasing;2015
Feher isten;Drama;Magnolia Pictures;2015
L'homme qu'on aimait trop;Drama;Cohen Media Group;2015
Love;Drama;Alchemy;2015
Adieu au langage;Drama;Kino Lorber;2014
Carter High;Drama;PlayNow Enterprise;2015
Hamari Adhuri Kahani;Drama;Fox International;2015
45 Years;Drama;IFC Films;2015
A Royal Night Out;Drama;Atlas Distribution;2015
Gemma Bovery;Drama;Music Box Films;2015
Chocolate City;Drama;Freestyle Releasing;2015
Peng ran xin dong;Drama;China Lion Film Distribution;2015
Turist;Drama;Magnolia Pictures;2014
Mommy;Drama;Roadside Attractions;2015
Escobar: Paradise Lost;Drama;RADiUS-TWC;2015
Shi gu;Drama;China Lion Film Distribution;2015
Stonewall;Drama;A24;2015
Maggie;Drama;Roadside Attractions;2015
Mustang;Drama;Cohen Media Group;2015
3 coeurs;Drama;Disney;2015
Serena;Drama;Magnolia Pictures;2015
Kis uykusu;Drama;Adopt Films;2014
Time Out of Mind;Drama;IFC Films;2015
C'est Si Bon;Drama;CJ Entertainment;2015
The Last Women Standing;Drama;China Lion Film Distribution;2015
Il capitale umano;Drama;Film Movement;2015
Saul fia;Drama;20th Century Fox;2015
Experimenter;Drama;Magnolia Pictures;2015
Desert Dancer;Drama;Relativity;2015
Guten Tag, Ramon;Drama;20th Century Fox;2015
Plemya;Drama;Drafthouse Films;2015
X+Y;Drama;Samuel Goldwyn Films;2015
La Sapienza;Drama;Kino Lorber;2015
Manglehorn;Drama;IFC Films;2015
Mississippi Grind;Drama;A24;2015
Boulevard;Drama;Starz Digital Media;2015
Ida;Drama;Music Box Films;2014
Pei an dong ni du guo man chang sui yue;Drama;China Lion Film Distribution;2015
Digging for Fire;Drama;The Orchard;2015
Mandariinid;Drama;Samuel Goldwyn Films;2015
The Beauty Inside;Drama;Well Go USA;2015
James White;Drama;Film Arcade;2015
Anime nere;Drama;Vitagraph Films;2015
1915;Drama;;2015
Legends from the Sky;Drama;Holt Hamilton;2015
Beasts of No Nation;Drama;Bleecker Street;2015
Queen of Earth;Drama;IFC Films;2015
Hero;Drama;Eros Entertainment;2015
The End of the Tour;Drama;A24;2015
Heaven Knows What;Drama;RADiUS-TWC;2015
Nasty Baby;Drama;The Orchard;2015
Blackbird;Drama;Image Entertainment;2015
Le meraviglie;Drama;Oscilloscope Pictures;2015
Eden;Drama;Broad Green Pictures;2015
Bande de filles;Drama;Strand;2015
I Smile Back;Drama;Broad Green Pictures;2015
Jauja;Drama;Cinema Guild;2015
The Duke of Burgundy;Drama;IFC Films;2015
The Judge;Drama;Warner Bros.;2014
Die geliebten Schwestern;Drama;Music Box Films;2015
Beyond the Lights;Drama;Relativity;2014
Aloft;Drama;Sony Pictures Classics;2015
Loreak;Drama;Music Box Films;2015
Difret;Drama;Truth Aid/Amplify;2015
Red Herring;Drama;Indican Pictures;2015
Shanghai;Drama;Weinstein Co.;2015
Madame Bovary;Drama;Alchemy;2015
Respire;Drama;Film Movement;2015
Queen and Country;Drama;;2015
Zero Motivation;Drama;Zeitgeist;2014
Entertainment;Drama;Magnolia Pictures;2015
Charlie's Country;Drama;Monument Releasing;2015
Kreuzweg;Drama;Film Movement;2015
Lila & Eve;Drama;Samuel Goldwyn Films;2015
Autrui;Drama;Mongrel Media;2015
Before We Go;Drama;Radius;2015
Haganenet;Drama;Kino Lorber;2015
Song One;Drama;Cinedigm/Film Arcade;2015
Trudno byt bogom;Drama;Kino Lorber;2015
Runoff;Drama;Monterey Media;2015
Qing shao nian nuo zha;Drama;Big World Pictures;2015
Le jour se leve;Drama;;1940
Like Sunday, Like Rain;Drama;Monterey Media;2015
The Cut;Drama;Strand;2015
The Best of Me;Drama;Relativity;2014
Les choses de la vie;Drama;Rialto Pictures;2015
Olvidados;Drama;Cinema Libre;2015
Hippocrate;Drama;Distrib Films;2015
Court;Drama;Zeitgeist;2015
Animals;Drama;Oscilloscope Pictures;2015
Praia do Futuro;Drama;Strand;2015
Jeux interdits;Drama;;1952
The Other One;Drama;Indican Pictures;2015
Strangerland;Drama;Alchemy;2015
Eastern Boys;Drama;First Run Features;2015
Eva;Drama;Weinstein Co.;2015
Les nuits de la pleine lune;Drama;Film Movement;2015
Cheatin';Drama;Plymptoons;2015
Far Too Far;Drama;Time and Tide Productions, Inc.;2015
Omohide poro poro (おもひでぽろぽろ);Drama;GKIDS;2016
10 Days in a Madhouse;Drama;Cafe Pictures;2015
Amour fou;Drama;Film Movement;2015
Kawaki;Drama;Drafthouse Films;2015
River of Fundament;Drama;International Film Circuit;2015
Un beau dimanche;Drama;Cohen Media Group;2015
Marie's Story;Drama;Film Movement;2015
The Devil's Violinist;Drama;Freestyle Releasing;2015
1001 Grams;Drama;Kino Lorber;2015
Diplomatie;Drama;Zeitgeist;2014
Jiao you;Drama;Cinema Guild;2014
Medeas;Drama;The Vladar Company;2015
Cupcakes;Drama;Strand;2015
As Mil e Uma Noites: Volume 1, O Inquieto;Drama;Kino Lorber;2015
Urok;Drama;Film Movement;2015
Northern Soul;Drama;Freestyle Releasing;2015
Não Pare na Pista: A Melhor História de Paulo Coelho;Drama;Music Box Films;2015
Little Accidents;Drama;Amplify;2015
Conte d'hiver;Drama;Big World Pictures;2014
The Girl in the Book;Drama;studio;2015
Hiroshima Mon Amour;Drama;Rialto Pictures;2014
L'armée des ombres;Drama;Rialto Pictures;2006
I nostri ragazzi;Drama;Film Movement;2015
Straight Outta Tompkins;Drama;Indican Pictures;2015
Kajaki;Drama;Honora Productions;2015
Le grand homme;Drama;Distrib Films;2015
Set Fire to the Stars;Drama;Strand;2015
Aimer, boire et chanter;Drama;Kino Lorber;2014
Hungry Hearts;Drama;IFC Films;2015
The Sisterhood of Night;Drama;Freestyle Releasing;2015
Die Marquise van O;Drama;Film Movement;2015
The Riot Club;Drama;IFC Films;2015
Mediterranea;Drama;IFC Films;2015
Loin des hommes;Drama;TriBeca Films;2015
She's Lost Control;Drama;Monument Releasing;2015
De Mayerling à Sarajevo;Drama;;1940
The Good Lie;Drama;Warner Bros.;2014
La princesa de Francia;Drama;Cinema Guild;2015
Death Valley;Drama;Indican Pictures;2015
A Reason;Drama;Indican Pictures;2015
As Mil e Uma Noites: Volume 2, O Desolado;Drama;Kino Lorber;2015
Goodbye to All That;Drama;IFC Films;2014
52 Tuesdays;Drama;Kino Lorber;2015
Yosemite;Drama;Monterey Media;2016
Offret;Drama;Kino Lorber;2014
Cong cong na nian;Drama;China Lion Film Distribution;2014
L'armee du salut;Drama;Strand;2015
Unfreedom;Drama;Dark Frames;2015
Fidelio, l'odyssée d'Alice;Drama;First Run Features;2015
Jenny's Wedding;Drama;IFC Films;2015
Xenia;Drama;Strand;2015
Allure;Drama;;2015
Hoje Eu Quero Voltar Sozinho;Drama;Strand;2014
Chocolat;Drama;Orion Classics;1989
Les yeux jaunes des crocodiles;Drama;Mongrel Media;2014
Dast-Neveshtehaa Nemisoosand;Drama;Kino Lorber;2014
The Looking Glass;Drama;First Run Features;2015
Sangailes vasara;Drama;Strand;2015
Drown;Drama;Strand;2015
Forever;Drama;Monterey Media;2015
The Pardon;Drama;Monterey Media;2013
3 Nights in the Desert;Drama;Monterey Media;2015
Childless;Drama;Monterey Media;2015
United Passions;Drama;Screen Media Films;2015
Half of a Yellow Sun;Drama;Monterey Media;2014
Big Muddy;Drama;Monterey Media;2015
Boven is het stil;Drama;Big World Pictures;2015
Jimmy P.;Drama;Mongrel Media;2014
Love is Strange;Drama;Disney;2014
Das Zimmermadchen Lynn;Drama;Film Movement;2015
Exhibition;Drama;Kino Lorber;2014
Memphis;Drama;Kino Lorber;2014
The Historian;Drama;;2014
